user_id,timestamp,query_id,query_results,clicked_document_id,clicked_document_index,condition_b,condition_k1,system_ktu,query_ktu
66cf230ecdd3e9c62604be56,2024-11-08 15:17:50,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_05_149863652,0,0.2,0.5,0.3793,-0.2
65e36995238ec3a9c42fbb53,2024-10-30 17:06:15,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_00_491587144,2,0.2,0.5,0.3793,-0.2
66cf230ecdd3e9c62604be56,2024-11-08 15:19:41,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_00_491588004,4,0.2,0.5,0.3793,-0.2
66a67135cca4efbce8327375,2024-11-11 11:59:35,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_05_149863652,0,0.2,0.5,0.3793,-0.2
66cf97a897cda5b08ade487e,2024-10-30 16:53:31,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_05_149863652,0,0.2,0.5,0.3793,-0.2
66cf230ecdd3e9c62604be56,2024-11-08 15:19:27,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_00_491587144,2,0.2,0.5,0.3793,-0.2
66cf97a897cda5b08ade487e,2024-10-30 16:54:54,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_27_641903457,3,0.2,0.5,0.3793,-0.2
66a67135cca4efbce8327375,2024-11-11 11:59:46,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_49_455849816,1,0.2,0.5,0.3793,-0.2
66cf97a897cda5b08ade487e,2024-10-30 16:53:51,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_49_455849816,1,0.2,0.5,0.3793,-0.2
66cf230ecdd3e9c62604be56,2024-11-08 15:18:29,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_00_491587144,2,0.2,0.5,0.3793,-0.2
66a67135cca4efbce8327375,2024-11-11 12:00:07,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_27_641903457,3,0.2,0.5,0.3793,-0.2
66cf230ecdd3e9c62604be56,2024-11-08 15:19:53,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_05_149863652,0,0.2,0.5,0.3793,-0.2
66a67135cca4efbce8327375,2024-11-11 11:59:58,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_00_491587144,2,0.2,0.5,0.3793,-0.2
66cf97a897cda5b08ade487e,2024-10-30 16:55:00,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_00_491587144,2,0.2,0.5,0.3793,-0.2
65e36995238ec3a9c42fbb53,2024-10-30 17:05:37,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_00_491588004,4,0.2,0.5,0.3793,-0.2
5f732dc2e3307c069b83df39,2024-11-29 18:07:56,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_05_149863652,0,0.2,0.85,0.35,-0.2
INVITED-08485ecc-97f0-4b28-981a-d2c0aee4e78d,2024-11-29 20:44:38,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_00_491587144,2,0.2,0.85,0.35,-0.2
INVITED-08485ecc-97f0-4b28-981a-d2c0aee4e78d,2024-11-29 20:44:34,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_05_149863652,0,0.2,0.85,0.35,-0.2
5f732dc2e3307c069b83df39,2024-11-29 18:08:24,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_27_641903457,3,0.2,0.85,0.35,-0.2
INVITED-08485ecc-97f0-4b28-981a-d2c0aee4e78d,2024-11-29 20:44:36,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_49_455849816,1,0.2,0.85,0.35,-0.2
5f732dc2e3307c069b83df39,2024-11-29 18:09:15,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_27_641903457,3,0.2,0.85,0.35,-0.2
5f732dc2e3307c069b83df39,2024-11-29 18:08:18,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_00_491587144,2,0.2,0.85,0.35,-0.2
673c78f25585f22d363bffe0,2024-11-29 19:56:26,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_49_455849816,1,0.2,0.85,0.35,-0.2
673c78f25585f22d363bffe0,2024-11-29 19:56:21,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_05_149863652,0,0.2,0.85,0.35,-0.2
5f732dc2e3307c069b83df39,2024-11-29 18:08:33,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_00_491588004,4,0.2,0.85,0.35,-0.2
5f732dc2e3307c069b83df39,2024-11-29 18:09:23,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_27_641903457,msmarco_passage_00_491588004",msmarco_passage_00_491588004,4,0.2,0.85,0.35,-0.2
57c015df4436cf0001c1d225,2024-11-08 12:06:36,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_00_491588004,msmarco_passage_36_63020225",msmarco_passage_05_149863652,0,0.25,0.6,0.4,0.0
66d85a8e0bec55055f840c90,2024-11-08 10:01:09,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_00_491588004,msmarco_passage_36_63020225",msmarco_passage_05_149863652,0,0.25,0.6,0.4,0.0
602ad4a0805527185ca10247,2024-11-08 15:56:23,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_00_491588004,msmarco_passage_36_63020225",msmarco_passage_00_491588004,3,0.25,0.6,0.4,0.0
602ad4a0805527185ca10247,2024-11-08 15:56:04,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_00_491588004,msmarco_passage_36_63020225",msmarco_passage_05_149863652,0,0.25,0.6,0.4,0.0
66a54af7261cf1fc1a5d89f3,2024-11-11 11:53:20,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_00_491588004,msmarco_passage_36_63020225",msmarco_passage_36_63020225,4,0.25,0.6,0.4,0.0
66d85a8e0bec55055f840c90,2024-11-08 10:01:13,2000511,"msmarco_passage_05_149863652,msmarco_passage_49_455849816,msmarco_passage_00_491587144,msmarco_passage_00_491588004,msmarco_passage_36_63020225",msmarco_passage_49_455849816,1,0.25,0.6,0.4,0.0
